Time Calculated_Distance Actual_Distance Error Mode
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:52 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:53 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:54 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 32.65653677860375 34.1 1.4434632213962502 static
13:43:55 32.65653677860375 34.1 1.4434632213962502 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
13:43:55 35.7944167087019 34.1 1.694416708701901 static
